"","origin_fips_code","origin_state","origin_county_name","avg_distance","county","county_ascii","county_full","state_name","lat","lng","population","legal_status"
"1","01001","AL","Autauga County (AL)",62.926572,"Autauga","Autauga","Autauga County","Alabama",32.5349,-86.6427,58239,"Illegal"
"2","01003","AL","Baldwin County (AL)",139.214388166667,"Baldwin","Baldwin","Baldwin County","Alabama",30.7276,-87.7226,227131,"Illegal"
"3","01005","AL","Barbour County (AL)",64.02298,"Barbour","Barbour","Barbour County","Alabama",31.8696,-85.3932,25259,"Illegal"
"4","01007","AL","Bibb County (AL)",102.3426305,"Bibb","Bibb","Bibb County","Alabama",32.9986,-87.1265,22412,"Illegal"
"5","01009","AL","Blount County (AL)",109.53490225,"Blount","Blount","Blount County","Alabama",33.9809,-86.5674,58884,"Illegal"
"6","01011","AL","Bullock County (AL)",52.458952,"Bullock","Bullock","Bullock County","Alabama",32.1005,-85.7157,10386,"Illegal"
"7","01013","AL","Butler County (AL)",95.3500275,"Butler","Butler","Butler County","Alabama",31.7524,-86.6803,19181,"Illegal"
"8","01015","AL","Calhoun County (AL)",90.111301,"Calhoun","Calhoun","Calhoun County","Alabama",33.7714,-85.826,116425,"Illegal"
"9","01017","AL","Chambers County (AL)",38.933876,"Chambers","Chambers","Chambers County","Alabama",32.9143,-85.392,34834,"Illegal"
"10","01019","AL","Cherokee County (AL)",86.505019,"Cherokee","Cherokee","Cherokee County","Alabama",34.1759,-85.6038,24975,"Illegal"
"11","01021","AL","Chilton County (AL)",90.7549875,"Chilton","Chilton","Chilton County","Alabama",32.8479,-86.7188,44857,"Illegal"
"12","01023","AL","Choctaw County (AL)",167.632430833333,"Choctaw","Choctaw","Choctaw County","Alabama",32.0198,-88.2632,12792,"Illegal"
"13","01025","AL","Clarke County (AL)",161.3192005,"Clarke","Clarke","Clarke County","Alabama",31.6767,-87.8308,23346,"Illegal"
"14","01027","AL","Clay County (AL)",93.2871806666667,"Clay","Clay","Clay County","Alabama",33.269,-85.8605,14184,"Illegal"
"15","01029","AL","Cleburne County (AL)",71.2755238333333,"Cleburne","Cleburne","Cleburne County","Alabama",33.6745,-85.5188,15046,"Illegal"
"16","01031","AL","Coffee County (AL)",111.1679635,"Coffee","Coffee","Coffee County","Alabama",31.4027,-85.9882,53043,"Illegal"
"17","01033","AL","Colbert County (AL)",135.2850385,"Colbert","Colbert","Colbert County","Alabama",34.7005,-87.8049,56789,"Illegal"
"18","01035","AL","Conecuh County (AL)",124.281694,"Conecuh","Conecuh","Conecuh County","Alabama",31.4292,-86.9937,11778,"Illegal"
"19","01037","AL","Coosa County (AL)",74.6496715,"Coosa","Coosa","Coosa County","Alabama",32.9362,-86.2477,10442,"Illegal"
"20","01039","AL","Covington County (AL)",126.902638,"Covington","Covington","Covington County","Alabama",31.2485,-86.4513,37490,"Illegal"
"21","01041","AL","Crenshaw County (AL)",97.143927,"Crenshaw","Crenshaw","Crenshaw County","Alabama",31.7315,-86.3136,13300,"Illegal"
"22","01043","AL","Cullman County (AL)",116.603670666667,"Cullman","Cullman","Cullman County","Alabama",34.1319,-86.8676,87129,"Illegal"
"23","01045","AL","Dale County (AL)",99.863981,"Dale","Dale","Dale County","Alabama",31.4318,-85.611,49443,"Illegal"
"24","01047","AL","Dallas County (AL)",95.4643625,"Dallas","Dallas","Dallas County","Alabama",32.326,-87.1065,39162,"Illegal"
"25","01049","AL","Dekalb County (AL)",87.8391038333333,"DeKalb","DeKalb","DeKalb County","Alabama",34.4598,-85.8041,71554,"Illegal"
"26","01051","AL","Elmore County (AL)",62.467999,"Elmore","Elmore","Elmore County","Alabama",32.5966,-86.1492,87146,"Illegal"
"27","01053","AL","Escambia County (AL)",130.363518333333,"Escambia","Escambia","Escambia County","Alabama",31.1261,-87.1616,36879,"Illegal"
"28","01055","AL","Etowah County (AL)",88.7032770833333,"Etowah","Etowah","Etowah County","Alabama",34.0453,-86.0348,103468,"Illegal"
"29","01057","AL","Fayette County (AL)",129.532487333333,"Fayette","Fayette","Fayette County","Alabama",33.7212,-87.7388,16365,"Illegal"
"30","01059","AL","Franklin County (AL)",148.783499833333,"Franklin","Franklin","Franklin County","Alabama",34.4417,-87.8437,32034,"Illegal"
"31","01061","AL","Geneva County (AL)",115.17115,"Geneva","Geneva","Geneva County","Alabama",31.095,-85.8391,26604,"Illegal"
"32","01063","AL","Greene County (AL)",127.173608833333,"Greene","Greene","Greene County","Alabama",32.8531,-87.9522,7851,"Illegal"
"33","01065","AL","Hale County (AL)",118.354692166667,"Hale","Hale","Hale County","Alabama",32.7627,-87.6291,14819,"Illegal"
"34","01067","AL","Henry County (AL)",84.602798,"Henry","Henry","Henry County","Alabama",31.5147,-85.2414,17165,"Illegal"
"35","01069","AL","Houston County (AL)",102.5772,"Houston","Houston","Houston County","Alabama",31.1532,-85.3025,106355,"Illegal"
"36","01071","AL","Jackson County (AL)",98.3656476666667,"Jackson","Jackson","Jackson County","Alabama",34.7795,-85.9994,52548,"Illegal"
"37","01073","AL","Jefferson County (AL)",86.689976375,"Jefferson","Jefferson","Jefferson County","Alabama",33.5543,-86.8964,672550,"Illegal"
"38","01075","AL","Lamar County (AL)",148.163168666667,"Lamar","Lamar","Lamar County","Alabama",33.7791,-88.097,13929,"Illegal"
"39","01077","AL","Lauderdale County (AL)",132.931598333333,"Lauderdale","Lauderdale","Lauderdale County","Alabama",34.9014,-87.654,93342,"Illegal"
"40","01079","AL","Lawrence County (AL)",127.843495,"Lawrence","Lawrence","Lawrence County","Alabama",34.5217,-87.311,33089,"Illegal"
"41","01081","AL","Lee County (AL)",31.980112,"Lee","Lee","Lee County","Alabama",32.6011,-85.3555,172223,"Illegal"
"42","01083","AL","Limestone County (AL)",96.4178585,"Limestone","Limestone","Limestone County","Alabama",34.8101,-86.9814,101217,"Illegal"
"43","01085","AL","Lowndes County (AL)",71.1743425,"Lowndes","Lowndes","Lowndes County","Alabama",32.1547,-86.6501,10334,"Illegal"
"44","01087","AL","Macon County (AL)",43.0392745,"Macon","Macon","Macon County","Alabama",32.3859,-85.6926,19490,"Illegal"
"45","01089","AL","Madison County (AL)",77.9953392833333,"Madison","Madison","Madison County","Alabama",34.7631,-86.5502,382149,"Illegal"
"46","01091","AL","Marengo County (AL)",131.443980333333,"Marengo","Marengo","Marengo County","Alabama",32.2477,-87.7895,19397,"Illegal"
"47","01093","AL","Marion County (AL)",144.168676833333,"Marion","Marion","Marion County","Alabama",34.1366,-87.8871,29392,"Illegal"
"48","01095","AL","Marshall County (AL)",93.9669603333333,"Marshall","Marshall","Marshall County","Alabama",34.367,-86.3066,97179,"Illegal"
"49","01097","AL","Mobile County (AL)",139.809864458333,"Mobile","Mobile","Mobile County","Alabama",30.7872,-88.2058,414620,"Illegal"
"50","01099","AL","Monroe County (AL)",144.242575833333,"Monroe","Monroe","Monroe County","Alabama",31.5709,-87.3654,20115,"Illegal"
"51","01101","AL","Montgomery County (AL)",45.90535045,"Montgomery","Montgomery","Montgomery County","Alabama",32.2203,-86.2076,229072,"Illegal"
"52","01103","AL","Morgan County (AL)",111.094747833333,"Morgan","Morgan","Morgan County","Alabama",34.4535,-86.8529,122608,"Illegal"
"53","01105","AL","Perry County (AL)",120.9890495,"Perry","Perry","Perry County","Alabama",32.6385,-87.2944,8702,"Illegal"
"54","01107","AL","Pickens County (AL)",130.638220666667,"Pickens","Pickens","Pickens County","Alabama",33.2808,-88.0887,19240,"Illegal"
"55","01109","AL","Pike County (AL)",75.1880875,"Pike","Pike","Pike County","Alabama",31.8027,-85.9409,33176,"Illegal"
"56","01111","AL","Randolph County (AL)",79.808296,"Randolph","Randolph","Randolph County","Alabama",33.2938,-85.4591,21984,"Illegal"
"57","01113","AL","Russell County (AL)",9.9587164,"Russell","Russell","Russell County","Alabama",32.2884,-85.1849,58695,"Illegal"
"58","01115","AL","St. Clair County (AL)",93.3843705,"St. Clair","St. Clair","St. Clair County","Alabama",33.7157,-86.3146,90412,"Illegal"
"59","01117","AL","Shelby County (AL)",88.90750225,"Shelby","Shelby","Shelby County","Alabama",33.2643,-86.6607,220780,"Illegal"
"60","01119","AL","Sumter County (AL)",136.847012666667,"Sumter","Sumter","Sumter County","Alabama",32.5911,-88.1988,12482,"Illegal"
"61","01121","AL","Talladega County (AL)",89.40257725,"Talladega","Talladega","Talladega County","Alabama",33.3801,-86.1659,81850,"Illegal"
"62","01123","AL","Tallapoosa County (AL)",65.0296035,"Tallapoosa","Tallapoosa","Tallapoosa County","Alabama",32.8624,-85.7975,41284,"Illegal"
"63","01125","AL","Tuscaloosa County (AL)",97.0718536833333,"Tuscaloosa","Tuscaloosa","Tuscaloosa County","Alabama",33.2896,-87.5251,223945,"Illegal"
"64","01127","AL","Walker County (AL)",116.89452325,"Walker","Walker","Walker County","Alabama",33.8033,-87.2973,65194,"Illegal"
"65","01129","AL","Washington County (AL)",173.125409,"Washington","Washington","Washington County","Alabama",31.4076,-88.2079,15574,"Illegal"
"66","01131","AL","Wilcox County (AL)",134.323986,"Wilcox","Wilcox","Wilcox County","Alabama",31.9893,-87.3082,10686,"Illegal"
"67","01133","AL","Winston County (AL)",142.298458666667,"Winston","Winston","Winston County","Alabama",34.1492,-87.3737,23650,"Illegal"
"68","02013","AK","Aleutians East Borough (AK)",619.690314166667,"Aleutians East","Aleutians East","Aleutians East Borough","Alaska",55.3665,-161.9813,3409,"Legal"
"69","02016","AK","Aleutians West Census Area (AK)",814.153375,"Aleutians West","Aleutians West","Aleutians West Census Area","Alaska",52.798,-106.6061,5251,"Legal"
"70","02020","AK","Anchorage Borough (AK)",1.5869486,"Anchorage","Anchorage","Anchorage Municipality","Alaska",61.1508,-149.1091,292545,"Legal"
"71","02050","AK","Bethel Census Area (AK)",398.204746666667,"Bethel","Bethel","Bethel Census Area","Alaska",60.9132,-159.8186,18514,"Legal"
"72","02060","AK","Bristol Bay Borough (AK)",269.988153333333,"Bristol Bay","Bristol Bay","Bristol Bay Borough","Alaska",58.7439,-156.7,849,"Legal"
"73","02068","AK","Denali Borough (AK)",76.103851,"Denali","Denali","Denali Borough","Alaska",63.6714,-150.0118,2187,"Legal"
"74","02070","AK","Dillingham Census Area (AK)",313.363510833333,"Dillingham","Dillingham","Dillingham Census Area","Alaska",59.7991,-158.2351,4899,"Legal"
"75","02090","AK","Fairbanks North Star Borough (AK)",3.908071,"Fairbanks North Star","Fairbanks North Star","Fairbanks North Star Borough","Alaska",64.8078,-146.5654,97149,"Legal"
"76","02100","AK","Haines Borough (AK)",75.346779,"Haines","Haines","Haines Borough","Alaska",59.1199,-135.5,2098,"Legal"
"77","02105","AK","Hoonah-Angoon Census Area (AK)",37.470512,"Hoonah-Angoon","Hoonah-Angoon","Hoonah-Angoon Census Area","Alaska",58.2884,-135.643,2327,"Legal"
"78","02110","AK","Juneau Borough (AK)",2.8649616,"Juneau","Juneau","Juneau City and Borough","Alaska",58.4546,-134.1739,32240,"Legal"
"79","02122","AK","Kenai Peninsula Borough (AK)",48.93414925,"Kenai Peninsula","Kenai Peninsula","Kenai Peninsula Borough","Alaska",60.2654,-151.5652,58711,"Legal"
"80","02130","AK","Ketchikan Gateway Borough (AK)",230.26071,"Ketchikan Gateway","Ketchikan Gateway","Ketchikan Gateway Borough","Alaska",55.5852,-130.9288,13939,"Legal"
"81","02150","AK","Kodiak Island Borough (AK)",227.982563333333,"Kodiak Island","Kodiak Island","Kodiak Island Borough","Alaska",57.6807,-153.7972,13218,"Legal"
"82","02158","AK","Kusilvak Census Area (AK)",467.499484166667,"Kusilvak","Kusilvak","Kusilvak Census Area","Alaska",62.155,-163.3826,8354,"Legal"
"83","02164","AK","Lake And Peninsula Borough (AK)",264.48216,"Lake and Peninsula","Lake and Peninsula","Lake and Peninsula Borough","Alaska",58.6547,-156.1892,986,"Legal"
"84","02170","AK","Matanuska-Susitna Borough (AK)",32.551804,"Matanuska-Susitna","Matanuska-Susitna","Matanuska-Susitna Borough","Alaska",62.3155,-149.5728,106807,"Legal"
"85","02180","AK","Nome Census Area (AK)",517.89587,"Nome","Nome","Nome Census Area","Alaska",64.9111,-164.0272,10070,"Legal"
"86","02185","AK","North Slope Borough (AK)",434.259,"North Slope","North Slope","North Slope Borough","Alaska",69.3122,-153.481,10865,"Legal"
"87","02188","AK","Northwest Arctic Borough (AK)",416.90775,"Northwest Arctic","Northwest Arctic","Northwest Arctic Borough","Alaska",67.053,-159.721,7776,"Legal"
"88","02195","AK","Petersburg Borough (AK)",116.29099,"Petersburg","Petersburg","Petersburg Borough","Alaska",57.1195,-132.9345,3368,"Legal"
"89","02198","AK","Prince Of Wales-Hyder Census Area (AK)",211.78464,"Prince of Wales-Hyder","Prince of Wales-Hyder","Prince of Wales-Hyder Census Area","Alaska",55.7997,-133.0192,5886,"Legal"
"90","02220","AK","Sitka Borough (AK)",93.211197,"Sitka","Sitka","Sitka City and Borough","Alaska",57.2401,-135.3153,8518,"Legal"
"91","02230","AK","Skagway Municipality (AK)",83.890945,"Skagway","Skagway","Skagway Municipality","Alaska",59.563,-135.3363,1329,"Legal"
"92","02240","AK","Southeast Fairbanks Census Area (AK)",114.05594,"Southeast Fairbanks","Southeast Fairbanks","Southeast Fairbanks Census Area","Alaska",63.8762,-143.213,6849,"Legal"
"93","02275","AK","Wrangell City And Borough (AK)",156.63818,"Wrangell","Wrangell","Wrangell City and Borough","Alaska",56.3317,-132.0223,2162,"Legal"
"94","02282","AK","Yakutat Borough (AK)",205.19234,"Yakutat","Yakutat","Yakutat City and Borough","Alaska",59.8889,-140.3577,562,"Legal"
"95","02290","AK","Yukon-Koyukuk Census Area (AK)",140.86375,"Yukon-Koyukuk","Yukon-Koyukuk","Yukon-Koyukuk Census Area","Alaska",65.5087,-151.3896,5433,"Legal"
"96","04001","AZ","Apache County (AZ)",176.093483333333,"Apache","Apache","Apache County","Arizona",35.3955,-109.4888,66473,"Legal"
"97","04003","AZ","Cochise County (AZ)",109.217635,"Cochise","Cochise","Cochise County","Arizona",31.8796,-109.7512,125092,"Legal"
"98","04005","AZ","Coconino County (AZ)",108.6019125,"Coconino","Coconino","Coconino County","Arizona",35.8387,-111.7705,144942,"Legal"
"99","04007","AZ","Gila County (AZ)",135.247035833333,"Gila","Gila","Gila County","Arizona",33.7997,-110.8116,53211,"Legal"
"100","04009","AZ","Graham County (AZ)",146.134493333333,"Graham","Graham","Graham County","Arizona",32.9326,-109.8875,38145,"Legal"
"101","04011","AZ","Greenlee County (AZ)",165.994556666667,"Greenlee","Greenlee","Greenlee County","Arizona",33.2152,-109.2402,9542,"Legal"
"102","04012","AZ","La Paz County (AZ)",134.80959,"La Paz","La Paz","La Paz County","Arizona",33.7294,-113.9815,16845,"Legal"
"103","04013","AZ","Maricopa County (AZ)",21.21268063,"Maricopa","Maricopa","Maricopa County","Arizona",33.349,-112.4915,4367186,"Legal"
"104","04015","AZ","Mohave County (AZ)",117.34347,"Mohave","Mohave","Mohave County","Arizona",35.7041,-113.7579,211274,"Legal"
"105","04017","AZ","Navajo County (AZ)",142.437749833333,"Navajo","Navajo","Navajo County","Arizona",35.3996,-110.3214,106609,"Legal"
"106","04019","AZ","Pima County (AZ)",38.7758414,"Pima","Pima","Pima County","Arizona",32.0974,-111.7899,1035063,"Legal"
"107","04021","AZ","Pinal County (AZ)",56.4216974166667,"Pinal","Pinal","Pinal County","Arizona",32.9044,-111.3448,420625,"Legal"
"108","04023","AZ","Santa Cruz County (AZ)",98.39475325,"Santa Cruz","Santa Cruz","Santa Cruz County","Arizona",31.526,-110.8465,47463,"Legal"
"109","04025","AZ","Yavapai County (AZ)",102.244765833333,"Yavapai","Yavapai","Yavapai County","Arizona",34.5998,-112.5538,233789,"Legal"
"110","04027","AZ","Yuma County (AZ)",66.305275,"Yuma","Yuma","Yuma County","Arizona",32.7695,-113.9056,202944,"Legal"
"111","05001","AR","Arkansas County (AR)",179.040342166667,"Arkansas","Arkansas","Arkansas County","Arkansas",34.2892,-91.3742,17273,"Illegal"
"112","05003","AR","Ashley County (AR)",262.937204166667,"Ashley","Ashley","Ashley County","Arkansas",33.1912,-91.7685,19362,"Illegal"
"113","05005","AR","Baxter County (AR)",208.633043333333,"Baxter","Baxter","Baxter County","Arkansas",36.2872,-92.3369,41476,"Illegal"
"114","05007","AR","Benton County (AR)",173.199604166667,"Benton","Benton","Benton County","Arkansas",36.3387,-94.2561,278774,"Illegal"
"115","05009","AR","Boone County (AR)",187.15173,"Boone","Boone","Boone County","Arkansas",36.3086,-93.0915,37445,"Illegal"
"116","05011","AR","Bradley County (AR)",222.330496666667,"Bradley","Bradley","Bradley County","Arkansas",33.4664,-92.1624,10597,"Illegal"
"117","05013","AR","Calhoun County (AR)",222.840433333333,"Calhoun","Calhoun","Calhoun County","Arkansas",33.5581,-92.503,4811,"Illegal"
"118","05015","AR","Carroll County (AR)",208.446574166667,"Carroll","Carroll","Carroll County","Arkansas",36.341,-93.5382,28154,"Illegal"
"119","05017","AR","Chicot County (AR)",231.939743333333,"Chicot","Chicot","Chicot County","Arkansas",33.267,-91.2937,10405,"Illegal"
"120","05019","AR","Clark County (AR)",199.709271333333,"Clark","Clark","Clark County","Arkansas",34.051,-93.1764,21569,"Illegal"
"121","05021","AR","Clay County (AR)",140.402343333333,"Clay","Clay","Clay County","Arkansas",36.3682,-90.4176,14661,"Illegal"
"122","05023","AR","Cleburne County (AR)",165.463589666667,"Cleburne","Cleburne","Cleburne County","Arkansas",35.5382,-92.0267,24848,"Illegal"
"123","05025","AR","Cleveland County (AR)",200.645009833333,"Cleveland","Cleveland","Cleveland County","Arkansas",33.8984,-92.1851,7632,"Illegal"
"124","05027","AR","Columbia County (AR)",239.674259,"Columbia","Columbia","Columbia County","Arkansas",33.2143,-93.2273,22947,"Illegal"
"125","05029","AR","Conway County (AR)",180.4494005,"Conway","Conway","Conway County","Arkansas",35.2624,-92.7014,20687,"Illegal"
"126","05031","AR","Craighead County (AR)",128.178729333333,"Craighead","Craighead","Craighead County","Arkansas",35.8308,-90.6328,109875,"Illegal"
"127","05033","AR","Crawford County (AR)",202.439574166667,"Crawford","Crawford","Crawford County","Arkansas",35.588,-94.2429,60483,"Illegal"
"128","05035","AR","Crittenden County (AR)",92.290916,"Crittenden","Crittenden","Crittenden County","Arkansas",35.2057,-90.3078,48338,"Illegal"
"129","05037","AR","Cross County (AR)",123.115585666667,"Cross","Cross","Cross County","Arkansas",35.2957,-90.7712,16935,"Illegal"
"130","05039","AR","Dallas County (AR)",211.782514,"Dallas","Dallas","Dallas County","Arkansas",33.9699,-92.6544,6645,"Illegal"
"131","05041","AR","Desha County (AR)",221.548243333333,"Desha","Desha","Desha County","Arkansas",33.8309,-91.2551,11530,"Illegal"
"132","05043","AR","Drew County (AR)",227.757348333333,"Drew","Drew","Drew County","Arkansas",33.5894,-91.72,17511,"Illegal"
"133","05045","AR","Faulkner County (AR)",156.539036333333,"Faulkner","Faulkner","Faulkner County","Arkansas",35.147,-92.332,123191,"Illegal"
"134","05047","AR","Franklin County (AR)",208.599998333333,"Franklin","Franklin","Franklin County","Arkansas",35.5124,-93.8906,17159,"Illegal"
"135","05049","AR","Fulton County (AR)",192.643811666667,"Fulton","Fulton","Fulton County","Arkansas",36.3816,-91.8182,12072,"Illegal"
"136","05051","AR","Garland County (AR)",190.144761833333,"Garland","Garland","Garland County","Arkansas",34.5768,-93.1504,99694,"Illegal"
"137","05053","AR","Grant County (AR)",175.229159,"Grant","Grant","Grant County","Arkansas",34.29,-92.4237,17912,"Illegal"
"138","05055","AR","Greene County (AR)",128.012512,"Greene","Greene","Greene County","Arkansas",36.1175,-90.5589,45665,"Illegal"
"139","05057","AR","Hempstead County (AR)",234.927395833333,"Hempstead","Hempstead","Hempstead County","Arkansas",33.7354,-93.6684,20352,"Illegal"
"140","05059","AR","Hot Spring County (AR)",180.752168166667,"Hot Spring","Hot Spring","Hot Spring County","Arkansas",34.3177,-92.9461,33096,"Illegal"
"141","05061","AR","Howard County (AR)",245.854881666667,"Howard","Howard","Howard County","Arkansas",34.0889,-93.9936,12894,"Illegal"
"142","05063","AR","Independence County (AR)",166.9874,"Independence","Independence","Independence County","Arkansas",35.7416,-91.5697,37796,"Illegal"
"143","05065","AR","Izard County (AR)",186.496276666667,"Izard","Izard","Izard County","Arkansas",36.0949,-91.9134,13653,"Illegal"
"144","05067","AR","Jackson County (AR)",146.412242666667,"Jackson","Jackson","Jackson County","Arkansas",35.5992,-91.2145,16878,"Illegal"
"145","05069","AR","Jefferson County (AR)",173.737869833333,"Jefferson","Jefferson","Jefferson County","Arkansas",34.2683,-91.9304,68199,"Illegal"
"146","05071","AR","Johnson County (AR)",195.100513833333,"Johnson","Johnson","Johnson County","Arkansas",35.5697,-93.4601,25853,"Illegal"
"147","05073","AR","Lafayette County (AR)",227.965042333333,"Lafayette","Lafayette","Lafayette County","Arkansas",33.2416,-93.607,6373,"Illegal"
"148","05075","AR","Lawrence County (AR)",141.180916666667,"Lawrence","Lawrence","Lawrence County","Arkansas",36.0412,-91.107,16292,"Illegal"
"149","05077","AR","Lee County (AR)",137.231795,"Lee","Lee","Lee County","Arkansas",34.7805,-90.7808,8832,"Illegal"
"150","05079","AR","Lincoln County (AR)",208.631801833333,"Lincoln","Lincoln","Lincoln County","Arkansas",33.957,-91.7344,13092,"Illegal"
"151","05081","AR","Little River County (AR)",233.079488333333,"Little River","Little River","Little River County","Arkansas",33.7009,-94.2352,12104,"Illegal"
"152","05083","AR","Logan County (AR)",211.489586666667,"Logan","Logan","Logan County","Arkansas",35.2149,-93.7166,21299,"Illegal"
"153","05085","AR","Lonoke County (AR)",150.900927,"Lonoke","Lonoke","Lonoke County","Arkansas",34.7542,-91.8888,73824,"Illegal"
"154","05087","AR","Madison County (AR)",197.233880833333,"Madison","Madison","Madison County","Arkansas",36.011,-93.7246,16496,"Illegal"
"155","05089","AR","Marion County (AR)",203.985181666667,"Marion","Marion","Marion County","Arkansas",36.2684,-92.6842,16750,"Illegal"
"156","05091","AR","Miller County (AR)",219.580725416667,"Miller","Miller","Miller County","Arkansas",33.3124,-93.8921,42875,"Illegal"
"157","05093","AR","Mississippi County (AR)",108.665291333333,"Mississippi","Mississippi","Mississippi County","Arkansas",35.7624,-90.0522,41061,"Illegal"
"158","05095","AR","Monroe County (AR)",162.577422666667,"Monroe","Monroe","Monroe County","Arkansas",34.6778,-91.2039,6903,"Illegal"
"159","05097","AR","Montgomery County (AR)",213.4734695,"Montgomery","Montgomery","Montgomery County","Arkansas",34.539,-93.6594,8525,"Illegal"
"160","05099","AR","Nevada County (AR)",227.873179833333,"Nevada","Nevada","Nevada County","Arkansas",33.664,-93.3072,8340,"Illegal"
"161","05101","AR","Newton County (AR)",197.66873,"Newton","Newton","Newton County","Arkansas",35.92,-93.2179,7343,"Illegal"
"162","05103","AR","Ouachita County (AR)",232.411465833333,"Ouachita","Ouachita","Ouachita County","Arkansas",33.5934,-92.8819,22858,"Illegal"
"163","05105","AR","Perry County (AR)",178.462053333333,"Perry","Perry","Perry County","Arkansas",34.9475,-92.9312,10056,"Illegal"
"164","05107","AR","Phillips County (AR)",161.259801333333,"Phillips","Phillips","Phillips County","Arkansas",34.4274,-90.8489,16923,"Illegal"
"165","05109","AR","Pike County (AR)",220.148603666667,"Pike","Pike","Pike County","Arkansas",34.1637,-93.6565,10234,"Illegal"
"166","05111","AR","Poinsett County (AR)",119.075123666667,"Poinsett","Poinsett","Poinsett County","Arkansas",35.574,-90.663,23212,"Illegal"
"167","05113","AR","Polk County (AR)",236.666868333333,"Polk","Polk","Polk County","Arkansas",34.4858,-94.2282,19476,"Illegal"
"168","05115","AR","Pope County (AR)",186.578407,"Pope","Pope","Pope County","Arkansas",35.4477,-93.0345,63234,"Illegal"
"169","05117","AR","Prairie County (AR)",155.3201205,"Prairie","Prairie","Prairie County","Arkansas",34.8298,-91.5528,8306,"Illegal"
"170","05119","AR","Pulaski County (AR)",142.843295283333,"Pulaski","Pulaski","Pulaski County","Arkansas",34.77,-92.312,397931,"Illegal"
"171","05121","AR","Randolph County (AR)",142.9045,"Randolph","Randolph","Randolph County","Arkansas",36.3415,-91.0276,18442,"Illegal"
"172","05123","AR","St. Francis County (AR)",124.977728333333,"St. Francis","St. Francis","St. Francis County","Arkansas",35.022,-90.7478,23623,"Illegal"
"173","05125","AR","Saline County (AR)",155.930818666667,"Saline","Saline","Saline County","Arkansas",34.6466,-92.6766,122308,"Illegal"
"174","05127","AR","Scott County (AR)",220.835065833333,"Scott","Scott","Scott County","Arkansas",34.8607,-94.0632,9928,"Illegal"
"175","05129","AR","Searcy County (AR)",173.039756,"Searcy","Searcy","Searcy County","Arkansas",35.9109,-92.6995,7872,"Illegal"
"176","05131","AR","Sebastian County (AR)",205.734753333333,"Sebastian","Sebastian","Sebastian County","Arkansas",35.1988,-94.2743,127941,"Illegal"
"177","05133","AR","Sevier County (AR)",244.2826125,"Sevier","Sevier","Sevier County","Arkansas",33.9972,-94.2412,16074,"Illegal"
"178","05135","AR","Sharp County (AR)",175.085315,"Sharp","Sharp","Sharp County","Arkansas",36.1612,-91.4798,17243,"Illegal"
"179","05137","AR","Stone County (AR)",186.512221666667,"Stone","Stone","Stone County","Arkansas",35.8599,-92.1568,12364,"Illegal"
"180","05139","AR","Union County (AR)",230.956316166667,"Union","Union","Union County","Arkansas",33.1713,-92.5972,39262,"Illegal"
"181","05141","AR","Van Buren County (AR)",169.7261915,"Van Buren","Van Buren","Van Buren County","Arkansas",35.5806,-92.5158,15851,"Illegal"
"182","05143","AR","Washington County (AR)",175.9002475,"Washington","Washington","Washington County","Arkansas",35.9791,-94.2156,242793,"Illegal"
"183","05145","AR","White County (AR)",145.880767166667,"White","White","White County","Arkansas",35.2563,-91.7456,77075,"Illegal"
"184","05147","AR","Woodruff County (AR)",153.919139333333,"Woodruff","Woodruff","Woodruff County","Arkansas",35.1863,-91.2431,6333,"Illegal"
"185","05149","AR","Yell County (AR)",202.408663166667,"Yell","Yell","Yell County","Arkansas",35.0025,-93.411,20489,"Illegal"
"186","06001","CA","Alameda County (CA)",3.5057762,"Alameda","Alameda","Alameda County","California",37.6469,-121.8888,1673133,"Legal"
"187","06003","CA","Alpine County (CA)",68.867188,"Alpine","Alpine","Alpine County","California",38.5972,-119.8207,1344,"Legal"
"188","06005","CA","Amador County (CA)",41.630005,"Amador","Amador","Amador County","California",38.4464,-120.6511,40095,"Legal"
"189","06007","CA","Butte County (CA)",8.3245096,"Butte","Butte","Butte County","California",39.6669,-121.6007,217884,"Legal"
"190","06009","CA","Calaveras County (CA)",45.092285,"Calaveras","Calaveras","Calaveras County","California",38.2046,-120.5541,45349,"Legal"
"191","06011","CA","Colusa County (CA)",30.794535,"Colusa","Colusa","Colusa County","California",39.1775,-122.237,21780,"Legal"
"192","06013","CA","Contra Costa County (CA)",3.6965373,"Contra Costa","Contra Costa","Contra Costa County","California",37.9192,-121.9277,1161643,"Legal"
"193","06015","CA","Del Norte County (CA)",73.6728280833333,"Del Norte","Del Norte","Del Norte County","California",41.7431,-123.8972,27655,"Legal"
"194","06017","CA","El Dorado County (CA)",39.535362,"El Dorado","El Dorado","El Dorado County","California",38.7787,-120.5247,190568,"Legal"
"195","06019","CA","Fresno County (CA)",1.5093106,"Fresno","Fresno","Fresno County","California",36.7582,-119.6493,1003150,"Legal"
"196","06021","CA","Glenn County (CA)",27.194931,"Glenn","Glenn","Glenn County","California",39.5981,-122.3919,28675,"Legal"
"197","06023","CA","Humboldt County (CA)",6.8425398,"Humboldt","Humboldt","Humboldt County","California",40.6993,-123.8756,137014,"Legal"
"198","06025","CA","Imperial County (CA)",5.1803718,"Imperial","Imperial","Imperial County","California",33.0395,-115.3653,180051,"Legal"
